2	0.1027
4	0.068737
6	0.054098
8	0.045673
10	0.040103
12	0.036102
14	0.033068
16	0.030673
18	0.028727
20	0.02711
22	0.025739
24	0.024561
26	0.023536
28	0.022633
30	0.021832
32	0.021115
34	0.020469
36	0.019882
38	0.019348
40	0.018858
42	0.018408
44	0.017991
46	0.017605
48	0.017246
50	0.016911
52	0.016598
54	0.016304
56	0.016027
58	0.015766
60	0.01552
62	0.015287
64	0.015066
66	0.014857
68	0.014657
70	0.014468
72	0.014287
74	0.014114
76	0.013948
78	0.01379
80	0.013638
82	0.013493
84	0.013353
86	0.013219
88	0.013089
90	0.012965
92	0.012845
94	0.012729
96	0.012617
98	0.012509
100	0.012405
