2	0.35817
4	0.22792
6	0.17292
8	0.14174
10	0.12137
12	0.10689
14	0.096009
16	0.08749
18	0.080618
20	0.074943
22	0.070167
24	0.066084
26	0.06255
28	0.059456
30	0.056722
32	0.054286
34	0.052101
36	0.050127
38	0.048335
40	0.0467
42	0.0452
44	0.04382
46	0.042544
48	0.041362
50	0.040262
52	0.039236
54	0.038276
56	0.037377
58	0.036531
60	0.035735
62	0.034984
64	0.034274
66	0.033601
68	0.032963
70	0.032357
72	0.03178
74	0.031231
76	0.030706
78	0.030206
80	0.029727
82	0.029268
84	0.028829
86	0.028407
88	0.028003
90	0.027614
92	0.027239
94	0.026879
96	0.026532
98	0.026197
100	0.025873
