2	-16.686
4	-9.1834
6	-7.9966
8	-8.784
10	-10.139
12	-11.54
14	-12.784
16	-13.821
18	-14.652
20	-15.302
22	-15.796
24	-16.159
26	-16.408
28	-16.562
30	-16.634
32	-16.638
34	-16.582
36	-16.475
38	-16.324
40	-16.135
42	-15.912
44	-15.66
46	-15.382
48	-15.081
50	-14.76
52	-14.421
54	-14.066
56	-13.696
58	-13.314
60	-12.92
62	-12.516
64	-12.102
66	-11.68
68	-11.25
70	-10.813
72	-10.37
74	-9.9215
76	-9.4681
78	-9.0101
80	-8.5482
82	-8.0826
84	-7.6139
86	-7.1425
88	-6.6685
90	-6.1925
92	-5.7147
94	-5.2354
96	-4.7548
98	-4.2732
100	-3.7909
