2	8.2626
4	-0.75215
6	-4.9328
8	-6.4319
10	-6.5844
12	-6.0707
14	-5.1236
16	-3.8992
18	-2.4889
20	-0.95129
22	0.67343
24	2.3555
26	4.0717
28	5.8027
30	7.5322
32	9.2463
34	10.933
36	12.581
38	14.182
40	15.73
42	17.221
44	18.649
46	20.013
48	21.312
50	22.546
52	23.716
54	24.825
56	25.875
58	26.87
60	27.811
62	28.703
64	29.548
66	30.35
68	31.121
70	31.847
72	32.537
74	33.196
76	33.826
78	34.428
80	35.006
82	35.561
84	36.095
86	36.61
88	37.108
90	37.59
92	38.058
94	38.513
96	38.956
98	39.388
100	39.811
