2	-57.292
4	-40.707
6	-35.069
8	-33.126
10	-32.642
12	-32.721
14	-32.974
16	-33.238
18	-33.451
20	-33.594
22	-33.662
24	-33.662
26	-33.599
28	-33.48
30	-33.313
32	-33.104
34	-32.858
36	-32.581
38	-32.277
40	-31.949
42	-31.601
44	-31.234
46	-30.852
48	-30.456
50	-30.048
52	-29.629
54	-29.201
56	-28.764
58	-28.321
60	-27.871
62	-27.415
64	-26.955
66	-26.49
68	-26.022
70	-25.551
72	-25.077
74	-24.6
76	-24.122
78	-23.642
80	-23.161
82	-22.679
84	-22.196
86	-21.713
88	-21.23
90	-20.747
92	-20.264
94	-19.782
96	-19.3
98	-18.82
100	-18.34
