## utilization = 0.998407
0	7	3	0
2.7631e-09	7	3	3.7278e-10
8.2892e-09	7	3	3.3551e-09
1.9342e-08	7	3	1.8266e-08
4.1446e-08	7	3	8.3877e-08
8.5656e-08	7	3	3.5825e-07
1.7407e-07	7.0001	3	1.4796e-06
3.5091e-07	7.0002	3.0001	6.0127e-06
7.0459e-07	7.0004	3.0002	2.4241e-05
1.4119e-06	7.0008	3.0003	9.7345e-05
2.8266e-06	7.0015	3.0007	0.00039016
5.656e-06	7.0031	3.0013	0.0015623
1.1315e-05	7.0062	3.0027	0.0062531
1.1337e-05	7.0062	3.0027	0.0062775
1.1359e-05	7.0062	3.0027	0.006302
1.1403e-05	7.0062	3.0027	0.0063512
1.1492e-05	7.0063	3.0027	0.0064501
1.1668e-05	7.0064	3.0027	0.0066502
1.2022e-05	7.0066	3.0028	0.0070595
1.273e-05	7.007	3.003	0.0079148
1.4144e-05	7.0077	3.0033	0.0097721
1.6974e-05	7.0093	3.004	0.014074
2.2632e-05	7.0124	3.0053	0.025026
3.395e-05	7.0186	3.008	0.056329
3.3953e-05	7.0186	3.008	0.05634
3.3956e-05	7.0186	3.008	0.05635
3.3963e-05	7.0186	3.008	0.056371
3.3975e-05	7.0186	3.008	0.056413
3.4e-05	7.0186	3.008	0.056497
3.4051e-05	7.0186	3.008	0.056664
3.4152e-05	7.0187	3.008	0.057
3.4353e-05	7.0188	3.008	0.057674
3.4757e-05	7.019	3.008	0.059031
3.5563e-05	7.0195	3.0081	0.061786
3.7176e-05	7.0203	3.0085	0.06747
4.0402e-05	7.0221	3.0092	0.079589
4.6855e-05	7.0257	3.0107	0.10689
5.976e-05	7.0327	3.0138	0.17373
5.9788e-05	7.0328	3.0138	0.17389
5.9817e-05	7.0328	3.0138	0.17406
5.9874e-05	7.0328	3.0138	0.17439
5.9989e-05	7.0329	3.0138	0.17506
6.0217e-05	7.033	3.0139	0.17639
6.0675e-05	7.0332	3.014	0.17908
6.1589e-05	7.0337	3.0142	0.18452
6.3419e-05	7.0347	3.0146	0.19565
6.7078e-05	7.0368	3.0155	0.21888
7.4395e-05	7.0408	3.0172	0.2693
8.6448e-05	7.0429	3.0201	0.36215
8.6453e-05	7.0429	3.0201	0.36219
8.6458e-05	7.0429	3.0201	0.36223
8.6468e-05	7.0429	3.0201	0.36231
8.6489e-05	7.0429	3.0201	0.36247
8.653e-05	7.0429	3.0201	0.36279
8.6612e-05	7.0428	3.0201	0.36344
8.6775e-05	7.0428	3.0201	0.36472
8.7103e-05	7.0426	3.0202	0.3673
8.7757e-05	7.0423	3.0204	0.37243
8.9067e-05	7.0416	3.0207	0.38266
9.1686e-05	7.0404	3.0213	0.40295
9.6925e-05	7.0381	3.0225	0.443
0.0001074	7.034	3.025	0.52128
0.0001074	7.034	3.025	0.52129
0.0001074	7.034	3.025	0.5213
0.00010741	7.034	3.025	0.52133
0.00010741	7.034	3.025	0.52137
0.00010743	7.034	3.025	0.52147
0.00010745	7.034	3.025	0.52167
0.00010751	7.034	3.025	0.52206
0.00010761	7.034	3.025	0.52284
0.00010782	7.0341	3.0251	0.5244
0.00010825	7.0341	3.0252	0.52754
0.0001091	7.0342	3.0254	0.53384
0.00011079	7.0343	3.0258	0.54652
0.00011418	7.0341	3.0266	0.57211
0.00012096	7.0332	3.0282	0.62381
0.00013373	7.0313	3.0312	0.7228
